kilo-Electron Volt [keV],Counts
14.642,13.472
14.652,14.518
14.662,33.563
14.672,18.608
14.682,16.653
14.692,19.698
14.702,25.744
14.712,14.789
14.722,21.834
14.732,20.879
14.742,4.9246
14.752,19.96
14.762,17.995
14.772,8.0302
14.782,22.065
14.792,12.101
14.802,22.146
14.812,12.191
14.822,18.236
14.832,5.2814
14.842,12.327
14.852,20.372
14.862,17.417
14.872,14.462
14.882,12.508
14.892,18.553
14.902,23.598
14.912,17.643
14.922,15.688
14.932,14.734
14.942,8.7789
14.952,21.824
14.962,9.8693
14.972,15.915
14.982,15.96
14.992,21.005
15.002,18.05
15.012,28.095
15.022,12.141
15.032,19.186
15.042,13.231
15.052,10.276
15.062,11.322
15.072,20.367
15.082,11.412
15.092,15.457
15.102,23.503
15.112,21.548
15.122,13.593
15.132,3.6382
15.142,10.668
15.152,8.6985
15.162,20.729
15.172,15.759
15.182,11.789
15.192,15.819
15.202,16.849
15.212,7.8794
15.222,10.92
15.232,22.96
15.242,19
15.252,10.04
15.262,12.08
15.272,19.121
15.282,8.1608
15.292,13.201
15.302,20.241
15.312,4.2814
15.322,15.322
15.332,15.362
15.342,10.402
15.352,17.442
15.362,9.4824
15.372,11.523
15.382,15.563
15.392,29.603
15.402,7.6432
15.412,13.683
15.422,17.729
15.432,11.774
15.442,9.8191
15.452,12.864
15.462,9.9095
15.472,11.955
15.482,1
15.492,18.025
15.502,8.0503
15.512,13.075
15.522,13.101
15.532,16.126
15.542,9.1508
15.552,18.176
15.562,15.201
15.572,17.226
15.582,8.2513
15.592,6.2764
15.602,16.302
15.612,18.327
15.622,13.352
15.632,16.377
15.642,9.402
15.652,21.427
15.662,13.452
15.672,22.477
15.682,9.5025
15.692,9.5276
15.702,19.553
15.712,10.578
15.722,15.603
15.732,12.628
15.742,12.653
15.752,22.678
15.762,12.704
15.772,15.729
15.782,8.7538
15.792,14.779
15.802,9.804
15.812,11.829
15.822,17.854
15.832,21.879
15.842,16.905
15.852,21.93
15.862,16.955
15.872,15.98
15.882,6.005
15.892,11.03
15.902,15.055
15.912,11.08
15.922,8.1055
15.932,13.131
15.942,11.156
15.952,20.181
15.962,11.206
15.972,20.231
15.982,11.256
15.992,16.281
16.002,9.3065
16.012,14.332
16.022,13.357
16.032,9.3819
16.042,10.407
16.052,11.432
16.062,12.457
16.072,11.482
16.082,21.508
16.092,12.533
16.102,6.5578
16.112,14.583
16.122,9.608
16.132,9.6332
16.142,10.658
16.152,12.683
16.162,3.7085
16.172,4.7337
16.182,7.7588
16.192,13.784
16.202,16.809
16.212,11.834
16.222,4.8593
16.232,5.8844
16.242,10.91
16.252,10.935
16.262,9.9598
16.272,6.9849
16.282,13.01
16.292,9.0352
16.302,10.06
16.312,9.0854
16.322,9.1106
16.332,9.1357
16.342,10.161
16.352,6.1859
16.362,10.211
16.372,5.2362
16.382,13.261
16.392,9.2864
16.402,7.3116
16.412,7.3367
16.422,10.367
16.432,14.397
16.442,7.4271
16.452,13.457
16.462,7.4874
16.472,19.518
16.482,13.548
16.492,20.578
16.502,5.608
16.512,9.6382
16.522,8.6683
16.532,14.698
16.542,8.7286
16.552,12.759
16.562,8.7889
16.572,9.8191
16.582,4.8492
16.592,14.879
16.602,9.9095
16.612,9.9397
16.622,10.97
16.632,10
16.642,9.0302
16.652,10.06
16.662,16.09
16.672,10.121
16.682,7.1508
16.692,14.181
16.702,12.211
16.712,12.241
16.722,4.2714
16.732,7.3015
16.742,10.332
16.752,11.362
16.762,9.392
16.772,10.422
16.782,2.4523
16.792,6.4724
16.802,12.492
16.812,9.5126
16.822,15.533
16.832,9.5528
16.842,5.5729
16.852,13.593
16.862,11.613
16.872,11.633
16.882,12.653
16.892,9.6734
16.902,7.6935
16.912,8.7136
16.922,12.734
16.932,11.754
16.942,2.7739
16.952,5.794
16.962,4.8141
16.972,12.834
16.982,2.8543
16.992,4.8744
17.002,14.894
17.012,11.915
17.022,9.9347
17.032,4.9548
17.042,4.9749
17.052,8.995
17.062,6.0151
17.072,13.035
17.082,5.0553
17.092,9.0754
17.102,9.0955
17.112,6.1156
17.122,13.136
17.132,15.156
17.142,12.176
17.152,8.196
17.162,14.216
17.172,9.2362
17.182,6.2563
17.192,5.2764
17.202,1.2965
17.212,5.3065
17.222,10.317
17.232,8.3266
17.242,10.337
17.252,11.347
17.262,7.3568
17.272,11.367
17.282,7.3769
17.292,15.387
17.302,17.397
17.312,6.407
17.322,10.417
17.332,8.4271
